"transaction_id","date","client_id","produit_id","vendeur_id","quantite","prix_unitaire","montant_total","methode_paiement","statut_livraison","delai_livraison_jours","prenom","nom","age","genre","ville","code_postal","date_inscription","nb_commandes_total","montant_depense_total","nom_vendeur","region","anciennete_mois","objectif_mensuel","nom_produit","categorie","prix_achat","stock_actuel","fournisseur"
"TRX00008051",2024-09-19,"CLI00246","PROD0084","VEND013",3,290.99,872.97,"CB","Livré",3,"Bob","Bernard",42,"Femme","Lille",59000,2020-08-29,15,21561.58,"Laura Michel","Sud",21,56100,"Souris Gamer 2","Gaming",164.66,309,"GadgetPro"
"TRX00008052",2024-09-19,"CLI00005","PROD0013","VEND012",1,310.05,310.05,"PayPal","Livré",4,"Hannah","Durand",24,"Femme","Marseille",13000,2023-06-09,22,25367.78,"Thomas Leroy","Est",89,40800,"Enceinte Portable 1","Audio",174.12,395,"GadgetPro"
"TRX00008053",2024-09-19,"CLI00159","PROD0100","VEND010",3,726.05,2178.15,"CB","Livré",5,"Simon","Bernard",26,"Femme","Lille",59000,2021-06-11,21,18201.57,"Luc Petit","Sud",7,37500,"OnePlus Flagship 2","Smartphones",600.02,93,"TechSource"
"TRX00008054",2024-09-19,"CLI00346","PROD0003","VEND009",1,1109.33,1109.33,"PayPal","Livré",2,"Rachel","Petit",37,"Femme","Strasbourg",67000,2020-02-12,26,27437.46,"Julie Richard","Ouest",76,42900,"OnePlus Flagship","Smartphones",509.04,277,"DigitalHub"
"TRX00008055",2024-09-19,"CLI00001","PROD0031","VEND002",1,1001.08,1001.08,"CB","Livré",3,"Oscar","Robert",24,"Homme","Lyon",69000,2023-03-16,25,30626.14,"Pierre Dubois","Sud",34,78400,"Mini PC Compact 3","Ordinateurs",657.55,50,"TechSupply"
"TRX00008056",2024-09-20,"CLI00456","PROD0027","VEND016",1,1676.83,1676.83,"Virement","Livré",5,"Quentin","Richard",18,"Femme","Lyon",69000,2021-08-24,23,30233.42,"Nicolas Bertrand","Est",118,51300,"Pixel Ultra","Smartphones",698.94,334,"TechSource"
"TRX00008057",2024-09-20,"CLI00292","PROD0076","VEND009",1,104.7,104.7,"CB","Livré",5,"Simon","Laurent",37,"Femme","Paris",75000,2020-05-18,28,26323.44,"Julie Richard","Ouest",76,42900,"Housse Protection","Accessoires",50.23,330,"ElectroWorld"
"TRX00008058",2024-09-20,"CLI00146","PROD0013","VEND011",1,347.66,347.66,"CB","Livré",4,"Quentin","Bertrand",31,"Homme","Paris",75000,2020-12-27,29,32560.67,"Emma Durand","Nord",31,50800,"Enceinte Portable 1","Audio",174.12,395,"GadgetPro"
"TRX00008059",2024-09-20,"CLI00434","PROD0010","VEND017",2,428.54,857.08,"CB","Livré",7,"Laura","Simon",44,"Homme","Rennes",35000,2021-10-04,22,23189.32,"Sarah Roux","Sud",101,44800,"Galaxy Note Pro 1","Smartphones",210.66,423,"TechSupply"
"TRX00008060",2024-09-20,"CLI00210","PROD0003","VEND002",2,1235.61,2471.22,"CB","Livré",6,"Simon","Lefebvre",34,"Femme","Rennes",35000,2023-09-05,24,29393.76,"Pierre Dubois","Sud",34,78400,"OnePlus Flagship","Smartphones",509.04,277,"DigitalHub"
"TRX00008061",2024-09-20,"CLI00249","PROD0067","VEND013",2,303.49,606.98,"PayPal","Livré",4,"Kevin","Richard",18,"Homme","Lille",59000,2021-02-11,24,27901.88,"Laura Michel","Sud",21,56100,"Manette Pro Controller 1","Gaming",212.65,154,"TechSupply"
"TRX00008062",2024-09-20,"CLI00003","PROD0073","VEND016",1,324.89,324.89,"CB","Livré",3,"Paula","David",42,"Femme","Nantes",44000,2020-07-27,23,24111.36,"Nicolas Bertrand","Est",118,51300,"Clavier Gaming RGB 2","Gaming",231.58,287,"TechSource"
"TRX00008063",2024-09-20,"CLI00093","PROD0069","VEND003",2,605.93,1211.86,"CB","Livré",4,"Fanny","Martin",31,"Femme","Nice",6000,2022-08-13,20,35878.66,"Marie Laurent","Est",35,65000,"Souris Gamer 1","Gaming",307.56,4,"TechSupply"
"TRX00008064",2024-09-21,"CLI00430","PROD0063","VEND012",1,530.01,530.01,"PayPal","Livré",3,"Ivan","Thomas",62,"Homme","Paris",75000,2022-07-01,20,30706.79,"Thomas Leroy","Est",89,40800,"Xiaomi Pro","Smartphones",419.86,493,"DigitalHub"
"TRX00008065",2024-09-21,"CLI00103","PROD0042","VEND001",1,1404.84,1404.84,"Virement","Livré",3,"Paula","Petit",32,"Homme","Marseille",13000,2020-02-05,22,30593.68,"Sophie Martin","Est",92,44600,"Galaxy Note Pro 3","Smartphones",604,173,"TechSupply"
"TRX00008066",2024-09-21,"CLI00274","PROD0072","VEND013",2,278.35,556.7,"CB","Livré",6,"Julia","Simon",28,"Femme","Lille",59000,2022-07-30,16,19496.29,"Laura Michel","Sud",21,56100,"Microphone Studio 2","Audio",114.27,279,"DigitalHub"
"TRX00008067",2024-09-21,"CLI00068","PROD0060","VEND011",1,489.48,489.48,"CB","Livré",6,"Hannah","Robert",36,"Femme","Toulouse",31000,2023-10-25,15,12983.11,"Emma Durand","Nord",31,50800,"Pixel Ultra 2","Smartphones",252.16,150,"TechSupply"
"TRX00008068",2024-09-21,"CLI00260","PROD0013","VEND013",2,353.81,707.62,"Virement","Livré",7,"Charlie","Thomas",40,"Femme","Toulouse",31000,2022-05-11,33,28658.46,"Laura Michel","Sud",21,56100,"Enceinte Portable 1","Audio",174.12,395,"GadgetPro"
"TRX00008069",2024-09-21,"CLI00460","PROD0007","VEND002",2,698.46,1396.92,"PayPal","En cours",4,"Marc","Michel",44,"Femme","Rennes",35000,2023-08-01,20,38207.81,"Pierre Dubois","Sud",34,78400,"Galaxy Note Pro","Smartphones",315.69,24,"GadgetPro"
"TRX00008070",2024-09-21,"CLI00210","PROD0023","VEND004",1,228.17,228.17,"CB","Livré",2,"Simon","Lefebvre",34,"Femme","Rennes",35000,2023-09-05,24,29393.76,"Jean Moreau","Ouest",86,67300,"Écouteurs Sport","Audio",185.6,198,"ElectroWorld"
"TRX00008071",2024-09-21,"CLI00100","PROD0010","VEND018",1,521.87,521.87,"PayPal","Livré",7,"Ivan","Durand",41,"Femme","Lille",59000,2021-02-19,32,41239.77,"Julien Lefebvre","Sud",44,41200,"Galaxy Note Pro 1","Smartphones",210.66,423,"TechSupply"
"TRX00008072",2024-09-21,"CLI00484","PROD0006","VEND006",1,173.03,173.03,"Virement","Livré",7,"Simon","Moreau",35,"Homme","Paris",75000,2022-11-13,19,17435.67,"Paul Bernard","Ouest",78,50000,"Cable HDMI","Accessoires",85.17,493,"TechSource"
"TRX00008073",2024-09-21,"CLI00036","PROD0087","VEND007",1,1330.61,1330.61,"CB","Annulé",0,"Oscar","Bertrand",32,"Femme","Strasbourg",67000,2023-07-03,13,14003.65,"Claire Thomas","Sud",108,52700,"All-in-One Pro 1","Ordinateurs",823.91,454,"TechSupply"
"TRX00008074",2024-09-21,"CLI00080","PROD0023","VEND010",3,355.84,1067.52,"PayPal","Livré",4,"Hannah","Lefebvre",52,"Homme","Nantes",44000,2022-08-03,22,32541.09,"Luc Petit","Sud",7,37500,"Écouteurs Sport","Audio",185.6,198,"ElectroWorld"
"TRX00008075",2024-09-21,"CLI00161","PROD0097","VEND016",1,574.66,574.66,"CB","Livré",5,"Bob","Richard",44,"Homme","Bordeaux",33000,2020-08-25,21,18373.58,"Nicolas Bertrand","Est",118,51300,"Ecran 144Hz 1","Gaming",357.54,256,"TechSource"
"TRX00008076",2024-09-21,"CLI00163","PROD0019","VEND002",1,978.83,978.83,"CB","Livré",5,"Tania","Thomas",40,"Femme","Lille",59000,2023-11-25,18,20645.03,"Pierre Dubois","Sud",34,78400,"iPhone Max 1","Smartphones",635.59,482,"DigitalHub"
"TRX00008077",2024-09-21,"CLI00380","PROD0024","VEND006",1,1833.35,1833.35,"CB","Livré",1,"Ethan","Simon",42,"Femme","Lyon",69000,2022-05-31,19,32381.16,"Paul Bernard","Ouest",78,50000,"Mini PC Compact 2","Ordinateurs",759.84,66,"GadgetPro"
"TRX00008078",2024-09-21,"CLI00113","PROD0020","VEND004",1,592.55,592.55,"PayPal","En cours",4,"Alice","Garcia",38,"Femme","Bordeaux",33000,2023-08-07,16,13610.37,"Jean Moreau","Ouest",86,67300,"Ultrabook Air","Ordinateurs",484.33,397,"TechSource"
"TRX00008079",2024-09-21,"CLI00334","PROD0060","VEND010",1,347.69,347.69,"PayPal","Livré",3,"Quentin","Richard",36,"Femme","Paris",75000,2023-12-12,25,28038.49,"Luc Petit","Sud",7,37500,"Pixel Ultra 2","Smartphones",252.16,150,"TechSupply"
"TRX00008080",2024-09-21,"CLI00483","PROD0023","VEND004",2,240.56,481.12,"PayPal","Livré",6,"Oscar","Durand",36,"Femme","Nantes",44000,2020-02-10,20,16514.98,"Jean Moreau","Ouest",86,67300,"Écouteurs Sport","Audio",185.6,198,"ElectroWorld"
"TRX00008081",2024-09-22,"CLI00063","PROD0089","VEND010",3,1783.17,5349.51,"PayPal","Livré",4,"Paula","Simon",30,"Femme","Nice",6000,2021-11-08,22,36388.84,"Luc Petit","Sud",7,37500,"Desktop Gaming X","Ordinateurs",1015.43,47,"GadgetPro"
"TRX00008082",2024-09-22,"CLI00053","PROD0035","VEND011",5,75.14,375.7,"CB","Livré",3,"Fanny","Leroy",30,"Homme","Lille",59000,2022-01-30,17,20992.84,"Emma Durand","Nord",31,50800,"Webcam HD 1","Accessoires",31.13,235,"TechSupply"
"TRX00008083",2024-09-22,"CLI00113","PROD0005","VEND008",1,1048.18,1048.18,"CB","Livré",1,"Alice","Garcia",38,"Femme","Bordeaux",33000,2023-08-07,16,13610.37,"Marc Robert","Sud",9,36100,"Mini PC Compact 1","Ordinateurs",735.13,415,"DigitalHub"
"TRX00008084",2024-09-22,"CLI00282","PROD0086","VEND016",1,746.77,746.77,"Virement","Livré",5,"Nina","Simon",37,"Homme","Nice",6000,2021-07-05,15,12115.19,"Nicolas Bertrand","Est",118,51300,"Pixel Ultra 4","Smartphones",552.18,136,"TechSupply"
"TRX00008085",2024-09-22,"CLI00276","PROD0055","VEND020",3,242.24,726.72,"PayPal","Livré",4,"George","Michel",36,"Homme","Rennes",35000,2022-01-23,23,17953.97,"Antoine Girard","Ouest",59,69300,"Casque Gaming 2","Audio",113.1,470,"TechSupply"
"TRX00008086",2024-09-22,"CLI00350","PROD0080","VEND014",2,203.88,407.76,"CB","Livré",4,"Nina","Michel",43,"Homme","Lille",59000,2021-01-21,20,30644.08,"Alexandre Garcia","Sud",50,74400,"Adaptateur USB 3","Accessoires",82.09,251,"TechSource"
"TRX00008087",2024-09-22,"CLI00322","PROD0081","VEND004",1,195.5,195.5,"CB","Livré",10,"Oscar","Durand",36,"Homme","Toulouse",31000,2022-03-13,32,34571.58,"Jean Moreau","Ouest",86,67300,"Cable HDMI 3","Accessoires",84.89,338,"TechSupply"
"TRX00008088",2024-09-22,"CLI00233","PROD0008","VEND010",1,888.35,888.35,"Virement","Livré",6,"Charlie","Durand",44,"Femme","Strasbourg",67000,2022-08-23,20,28809.77,"Luc Petit","Sud",7,37500,"Laptop Pro 15","Ordinateurs",646.5,470,"GadgetPro"
"TRX00008089",2024-09-22,"CLI00477","PROD0024","VEND012",3,1410.5,4231.5,"PayPal","Livré",6,"Fanny","Simon",24,"Homme","Lyon",69000,2023-04-29,20,25682.57,"Thomas Leroy","Est",89,40800,"Mini PC Compact 2","Ordinateurs",759.84,66,"GadgetPro"
"TRX00008090",2024-09-22,"CLI00127","PROD0044","VEND005",1,544.18,544.18,"CB","Livré",6,"Laura","Richard",27,"Homme","Lille",59000,2020-08-04,22,16652.93,"Anne Simon","Sud",62,30700,"Pixel Ultra 1","Smartphones",234.92,445,"TechSource"
"TRX00008091",2024-09-22,"CLI00410","PROD0058","VEND019",1,512.31,512.31,"CB","Livré",5,"Diana","Robert",33,"Homme","Lyon",69000,2023-03-25,15,9760.43,"Manon Fournier","Nord",39,32700,"Chaise Gaming","Gaming",390,476,"TechSource"
"TRX00008092",2024-09-23,"CLI00141","PROD0042","VEND014",5,1186.82,5934.1,"CB","Livré",5,"Charlie","Roux",47,"Femme","Bordeaux",33000,2021-05-04,30,40626.76,"Alexandre Garcia","Sud",50,74400,"Galaxy Note Pro 3","Smartphones",604,173,"TechSupply"
"TRX00008093",2024-09-23,"CLI00169","PROD0086","VEND020",1,1118.11,1118.11,"PayPal","Livré",2,"Charlie","Simon",42,"Femme","Nantes",44000,2022-10-06,22,16154.78,"Antoine Girard","Ouest",59,69300,"Pixel Ultra 4","Smartphones",552.18,136,"TechSupply"
"TRX00008094",2024-09-23,"CLI00318","PROD0084","VEND012",1,262.73,262.73,"CB","Livré",2,"Paula","David",36,"Homme","Nice",6000,2022-11-22,24,26339.84,"Thomas Leroy","Est",89,40800,"Souris Gamer 2","Gaming",164.66,309,"GadgetPro"
"TRX00008095",2024-09-23,"CLI00470","PROD0030","VEND003",1,98.74,98.74,"CB","Livré",4,"Diana","Robert",33,"Homme","Toulouse",31000,2023-01-18,19,30115.06,"Marie Laurent","Est",35,65000,"Cable HDMI 1","Accessoires",67.98,135,"ElectroWorld"
"TRX00008096",2024-09-23,"CLI00252","PROD0085","VEND010",2,150.6,301.2,"CB","Livré",4,"Rachel","Dubois",39,"Homme","Lille",59000,2021-12-07,20,17981.81,"Luc Petit","Sud",7,37500,"Cable HDMI 4","Accessoires",61.24,473,"DigitalHub"
"TRX00008097",2024-09-23,"CLI00079","PROD0091","VEND020",1,79.67,79.67,"PayPal","Livré",2,"Nina","Robert",53,"Homme","Strasbourg",67000,2022-11-15,19,29968.41,"Antoine Girard","Ouest",59,69300,"Hub USB-C 3","Accessoires",59.23,82,"TechSupply"
"TRX00008098",2024-09-23,"CLI00498","PROD0100","VEND005",3,814.38,2443.14,"CB","Livré",2,"Simon","Lefebvre",52,"Femme","Nice",6000,2020-06-17,23,29653.64,"Anne Simon","Sud",62,30700,"OnePlus Flagship 2","Smartphones",600.02,93,"TechSource"
"TRX00008099",2024-09-23,"CLI00150","PROD0008","VEND008",1,1181.65,1181.65,"Virement","Livré",3,"Laura","Laurent",42,"Homme","Marseille",13000,2023-10-11,15,14268.73,"Marc Robert","Sud",9,36100,"Laptop Pro 15","Ordinateurs",646.5,470,"GadgetPro"
"TRX00008100",2024-09-23,"CLI00335","PROD0015","VEND010",1,96.79,96.79,"CB","Livré",2,"George","Durand",38,"Femme","Nantes",44000,2022-12-01,21,21400.71,"Luc Petit","Sud",7,37500,"Câble Lightning","Accessoires",62.64,120,"TechSupply"
"TRX00008101",2024-09-23,"CLI00042","PROD0067","VEND005",4,259.02,1036.08,"CB","Livré",4,"Ethan","Michel",51,"Homme","Paris",75000,2022-03-29,11,9949.38,"Anne Simon","Sud",62,30700,"Manette Pro Controller 1","Gaming",212.65,154,"TechSupply"
"TRX00008102",2024-09-23,"CLI00046","PROD0006","VEND005",2,113.71,227.42,"CB","Livré",9,"Bob","Michel",38,"Homme","Toulouse",31000,2023-10-28,29,30147.8,"Anne Simon","Sud",62,30700,"Cable HDMI","Accessoires",85.17,493,"TechSource"
"TRX00008103",2024-09-23,"CLI00192","PROD0080","VEND002",2,166.27,332.54,"CB","Annulé",0,"Tania","Roux",40,"Homme","Strasbourg",67000,2020-09-25,27,29505.06,"Pierre Dubois","Sud",34,78400,"Adaptateur USB 3","Accessoires",82.09,251,"TechSource"
"TRX00008104",2024-09-23,"CLI00247","PROD0080","VEND014",1,102.65,102.65,"CB","Livré",5,"Ivan","Moreau",45,"Homme","Lyon",69000,2023-05-20,19,19077.8,"Alexandre Garcia","Sud",50,74400,"Adaptateur USB 3","Accessoires",82.09,251,"TechSource"
"TRX00008105",2024-09-23,"CLI00474","PROD0077","VEND013",1,515.83,515.83,"PayPal","Livré",3,"Paula","Petit",41,"Homme","Marseille",13000,2020-05-23,31,30818.3,"Laura Michel","Sud",21,56100,"OnePlus Flagship 1","Smartphones",223.7,419,"TechSupply"
"TRX00008106",2024-09-24,"CLI00440","PROD0007","VEND011",1,788.12,788.12,"CB","Livré",2,"Bob","Roux",61,"Femme","Strasbourg",67000,2020-01-30,20,16624.96,"Emma Durand","Nord",31,50800,"Galaxy Note Pro","Smartphones",315.69,24,"GadgetPro"
"TRX00008107",2024-09-24,"CLI00403","PROD0044","VEND011",1,411.22,411.22,"PayPal","Livré",4,"Laura","Robert",47,"Femme","Nice",6000,2023-09-14,17,19427.42,"Emma Durand","Nord",31,50800,"Pixel Ultra 1","Smartphones",234.92,445,"TechSource"
"TRX00008108",2024-09-24,"CLI00149","PROD0072","VEND004",1,143.77,143.77,"Virement","Livré",2,"Charlie","Lefebvre",47,"Femme","Rennes",35000,2021-09-05,18,24947.69,"Jean Moreau","Ouest",86,67300,"Microphone Studio 2","Audio",114.27,279,"DigitalHub"
"TRX00008109",2024-09-24,"CLI00236","PROD0074","VEND008",1,139.18,139.18,"PayPal","Livré",3,"Nina","Laurent",20,"Femme","Lille",59000,2022-10-22,26,29694.87,"Marc Robert","Sud",9,36100,"Hub USB-C 2","Accessoires",91.29,276,"GadgetPro"
"TRX00008110",2024-09-24,"CLI00336","PROD0035","VEND013",4,70.18,280.72,"CB","Livré",3,"Hannah","Thomas",20,"Homme","Strasbourg",67000,2023-07-08,21,31408.86,"Laura Michel","Sud",21,56100,"Webcam HD 1","Accessoires",31.13,235,"TechSupply"
"TRX00008111",2024-09-24,"CLI00023","PROD0092","VEND006",3,320.35,961.05,"CB","Livré",3,"Bob","Michel",30,"Homme","Paris",75000,2023-05-10,16,21435.06,"Paul Bernard","Ouest",78,50000,"Casque Bluetooth Pro","Audio",179.39,183,"TechSource"
"TRX00008112",2024-09-24,"CLI00291","PROD0004","VEND009",1,2330.09,2330.09,"CB","Livré",4,"Ivan","Bernard",26,"Homme","Toulouse",31000,2022-12-07,15,20048.23,"Julie Richard","Ouest",76,42900,"Mini PC Compact","Ordinateurs",1188.76,88,"GadgetPro"
"TRX00008113",2024-09-24,"CLI00317","PROD0034","VEND002",4,670.99,2683.96,"CB","Livré",6,"Kevin","Moreau",35,"Femme","Lyon",69000,2020-12-09,24,29175.5,"Pierre Dubois","Sud",34,78400,"Ecran 144Hz","Gaming",351.89,361,"TechSource"
"TRX00008114",2024-09-24,"CLI00399","PROD0091","VEND017",1,96.68,96.68,"CB","Livré",10,"Hannah","Martin",34,"Homme","Bordeaux",33000,2021-06-10,24,18421.81,"Sarah Roux","Sud",101,44800,"Hub USB-C 3","Accessoires",59.23,82,"TechSupply"
"TRX00008115",2024-09-24,"CLI00060","PROD0028","VEND008",4,200.5,802,"CB","Livré",2,"Alice","Michel",44,"Femme","Nice",6000,2021-10-27,21,12608.64,"Marc Robert","Sud",9,36100,"Casque Gaming 1","Audio",164.45,84,"TechSource"
"TRX00008116",2024-09-24,"CLI00421","PROD0058","VEND018",3,508.58,1525.74,"Virement","Livré",4,"Charlie","Michel",41,"Femme","Toulouse",31000,2023-08-06,23,23930.65,"Julien Lefebvre","Sud",44,41200,"Chaise Gaming","Gaming",390,476,"TechSource"
"TRX00008117",2024-09-24,"CLI00466","PROD0088","VEND011",1,573.42,573.42,"PayPal","Livré",5,"Laura","David",18,"Femme","Rennes",35000,2023-03-21,20,18985.05,"Emma Durand","Nord",31,50800,"All-in-One Pro 2","Ordinateurs",412.93,225,"ElectroWorld"
"TRX00008118",2024-09-24,"CLI00131","PROD0069","VEND006",3,751.6,2254.8,"CB","Livré",3,"Ivan","Durand",44,"Femme","Strasbourg",67000,2023-07-12,19,17368.19,"Paul Bernard","Ouest",78,50000,"Souris Gamer 1","Gaming",307.56,4,"TechSupply"
"TRX00008119",2024-09-24,"CLI00410","PROD0040","VEND007",1,114.43,114.43,"CB","Livré",4,"Diana","Robert",33,"Homme","Lyon",69000,2023-03-25,15,9760.43,"Claire Thomas","Sud",108,52700,"Clavier Mécanique RGB","Accessoires",73.77,459,"ElectroWorld"
"TRX00008120",2024-09-25,"CLI00124","PROD0036","VEND015",1,445.69,445.69,"CB","Livré",2,"George","Petit",30,"Homme","Rennes",35000,2023-04-07,22,20861.1,"Camille David","Est",57,55800,"Phone X12","Smartphones",264.91,97,"ElectroWorld"
"TRX00008121",2024-09-25,"CLI00122","PROD0064","VEND003",1,54.6,54.6,"PayPal","Livré",5,"Nina","Leroy",35,"Femme","Nantes",44000,2023-01-14,22,18442.06,"Marie Laurent","Est",35,65000,"Câble Lightning 3","Accessoires",42.89,254,"TechSupply"
"TRX00008122",2024-09-25,"CLI00101","PROD0072","VEND019",1,275.34,275.34,"PayPal","Livré",5,"Hannah","Bertrand",27,"Homme","Nice",6000,2023-10-19,19,17826.93,"Manon Fournier","Nord",39,32700,"Microphone Studio 2","Audio",114.27,279,"DigitalHub"
"TRX00008123",2024-09-25,"CLI00123","PROD0009","VEND015",1,435.02,435.02,"PayPal","Livré",8,"Paula","Martin",60,"Homme","Toulouse",31000,2021-11-24,19,15346.24,"Camille David","Est",57,55800,"Enceinte Portable","Audio",241.67,290,"GadgetPro"
"TRX00008124",2024-09-25,"CLI00348","PROD0017","VEND004",2,80.12,160.24,"PayPal","Livré",4,"Charlie","Martin",38,"Femme","Bordeaux",33000,2021-04-18,25,23969.03,"Jean Moreau","Ouest",86,67300,"Câble Lightning 1","Accessoires",58.39,157,"TechSource"
"TRX00008125",2024-09-25,"CLI00224","PROD0048","VEND017",2,425.21,850.42,"CB","Livré",3,"Alice","David",39,"Femme","Nice",6000,2022-10-30,16,18877.54,"Sarah Roux","Sud",101,44800,"Galaxy Note Pro 5","Smartphones",299.18,231,"TechSource"
"TRX00008126",2024-09-25,"CLI00295","PROD0034","VEND010",1,657.06,657.06,"CB","Livré",8,"Laura","David",49,"Homme","Nantes",44000,2020-08-11,17,19038.1,"Luc Petit","Sud",7,37500,"Ecran 144Hz","Gaming",351.89,361,"TechSource"
"TRX00008127",2024-09-25,"CLI00018","PROD0044","VEND005",2,367.8,735.6,"PayPal","Livré",8,"Tania","David",42,"Femme","Marseille",13000,2020-10-28,21,21716.45,"Anne Simon","Sud",62,30700,"Pixel Ultra 1","Smartphones",234.92,445,"TechSource"
"TRX00008128",2024-09-25,"CLI00468","PROD0049","VEND014",5,69.28,346.4,"PayPal","Livré",2,"George","Laurent",37,"Femme","Rennes",35000,2022-03-04,18,21422.55,"Alexandre Garcia","Sud",50,74400,"Souris Gaming Pro","Accessoires",30.71,365,"TechSource"
"TRX00008129",2024-09-25,"CLI00141","PROD0007","VEND019",1,741.15,741.15,"CB","Livré",4,"Charlie","Roux",47,"Femme","Bordeaux",33000,2021-05-04,30,40626.76,"Manon Fournier","Nord",39,32700,"Galaxy Note Pro","Smartphones",315.69,24,"GadgetPro"
"TRX00008130",2024-09-26,"CLI00054","PROD0052","VEND009",1,764.03,764.03,"CB","Livré",8,"Laura","Robert",25,"Femme","Toulouse",31000,2020-11-22,17,16687.57,"Julie Richard","Ouest",76,42900,"Phone X12 1","Smartphones",456.46,334,"TechSupply"
"TRX00008131",2024-09-26,"CLI00201","PROD0043","VEND013",2,875.93,1751.86,"CB","Livré",4,"Fanny","Bernard",38,"Femme","Lyon",69000,2023-08-23,23,25626.36,"Laura Michel","Sud",21,56100,"Galaxy Note Pro 4","Smartphones",409.88,272,"TechSupply"
"TRX00008132",2024-09-26,"CLI00498","PROD0076","VEND006",2,67.99,135.98,"Virement","Livré",5,"Simon","Lefebvre",52,"Femme","Nice",6000,2020-06-17,23,29653.64,"Paul Bernard","Ouest",78,50000,"Housse Protection","Accessoires",50.23,330,"ElectroWorld"
"TRX00008133",2024-09-26,"CLI00211","PROD0003","VEND001",2,1152.72,2305.44,"CB","Livré",7,"Julia","Roux",35,"Femme","Rennes",35000,2021-06-26,18,23408.81,"Sophie Martin","Est",92,44600,"OnePlus Flagship","Smartphones",509.04,277,"DigitalHub"
"TRX00008134",2024-09-26,"CLI00188","PROD0053","VEND001",3,386.48,1159.44,"PayPal","Livré",2,"Oscar","Moreau",34,"Femme","Nice",6000,2023-05-08,22,19650.62,"Sophie Martin","Est",92,44600,"Clavier Gaming RGB","Gaming",281.83,279,"GadgetPro"
"TRX00008135",2024-09-26,"CLI00069","PROD0030","VEND002",1,116.74,116.74,"CB","Livré",3,"Tania","Dubois",39,"Femme","Strasbourg",67000,2021-04-16,26,23833.78,"Pierre Dubois","Sud",34,78400,"Cable HDMI 1","Accessoires",67.98,135,"ElectroWorld"
"TRX00008136",2024-09-26,"CLI00063","PROD0054","VEND006",2,51.72,103.44,"CB","Livré",5,"Paula","Simon",30,"Femme","Nice",6000,2021-11-08,22,36388.84,"Paul Bernard","Ouest",78,50000,"Webcam HD 3","Accessoires",29.36,112,"ElectroWorld"
"TRX00008137",2024-09-26,"CLI00174","PROD0095","VEND006",2,801.08,1602.16,"CB","Livré",3,"Quentin","Bertrand",23,"Homme","Nantes",44000,2020-03-19,20,18833.6,"Paul Bernard","Ouest",78,50000,"Pixel Ultra 5","Smartphones",447.98,38,"TechSupply"
"TRX00008138",2024-09-26,"CLI00360","PROD0051","VEND015",1,32.22,32.22,"PayPal","Livré",4,"Hannah","Martin",54,"Homme","Paris",75000,2020-05-31,30,27186.21,"Camille David","Est",57,55800,"Cable HDMI 2","Accessoires",18.45,349,"DigitalHub"
"TRX00008139",2024-09-26,"CLI00007","PROD0045","VEND011",2,152.13,304.26,"CB","Livré",4,"George","Garcia",37,"Femme","Lille",59000,2021-04-27,20,22397.55,"Emma Durand","Nord",31,50800,"Hub USB-C","Accessoires",90.11,301,"TechSource"
"TRX00008140",2024-09-26,"CLI00319","PROD0057","VEND006",1,104.29,104.29,"CB","Livré",3,"Ethan","Martin",30,"Femme","Marseille",13000,2021-12-05,28,43538.72,"Paul Bernard","Ouest",78,50000,"Souris Gaming Pro 1","Accessoires",71.04,390,"GadgetPro"
"TRX00008141",2024-09-26,"CLI00265","PROD0068","VEND018",4,842.57,3370.28,"CB","Livré",5,"Bob","Bertrand",29,"Homme","Lyon",69000,2022-10-21,20,28767.32,"Julien Lefebvre","Sud",44,41200,"Manette Pro Controller 2","Gaming",351.04,425,"ElectroWorld"
"TRX00008142",2024-09-27,"CLI00065","PROD0018","VEND012",2,241.44,482.88,"PayPal","Livré",4,"Alice","Michel",42,"Homme","Nice",6000,2022-07-26,14,7573.91,"Thomas Leroy","Est",89,40800,"Webcam HD","Accessoires",97.94,63,"ElectroWorld"
"TRX00008143",2024-09-27,"CLI00206","PROD0067","VEND007",2,449.56,899.12,"PayPal","Livré",4,"Ethan","Dubois",40,"Homme","Nantes",44000,2023-09-30,18,17798.84,"Claire Thomas","Sud",108,52700,"Manette Pro Controller 1","Gaming",212.65,154,"TechSupply"
"TRX00008144",2024-09-27,"CLI00123","PROD0068","VEND017",1,837.78,837.78,"CB","Livré",3,"Paula","Martin",60,"Homme","Toulouse",31000,2021-11-24,19,15346.24,"Sarah Roux","Sud",101,44800,"Manette Pro Controller 2","Gaming",351.04,425,"ElectroWorld"
"TRX00008145",2024-09-27,"CLI00384","PROD0044","VEND010",1,327.57,327.57,"CB","Livré",3,"Charlie","Dubois",37,"Femme","Marseille",13000,2021-11-04,21,23432.89,"Luc Petit","Sud",7,37500,"Pixel Ultra 1","Smartphones",234.92,445,"TechSource"
"TRX00008146",2024-09-27,"CLI00301","PROD0064","VEND017",1,58.09,58.09,"CB","Livré",1,"Bob","Bertrand",31,"Femme","Marseille",13000,2020-02-12,30,25666.77,"Sarah Roux","Sud",101,44800,"Câble Lightning 3","Accessoires",42.89,254,"TechSupply"
"TRX00008147",2024-09-27,"CLI00107","PROD0029","VEND018",2,222.62,445.24,"CB","Livré",6,"Laura","Martin",40,"Homme","Lille",59000,2023-01-27,31,28568.96,"Julien Lefebvre","Sud",44,41200,"Adaptateur USB 1","Accessoires",95.56,164,"TechSupply"
